Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Michael Jordan,24,CHI,SG,82,82,3311,31.7,.603,.027,.430,4.8,10.7,7.8,27.0,3.9,2.4,9.6,34.1,15.2,6.1,21.2,.308,8.8,4.2,13.0,12.5,MVP-1DPOY-1ASNBA1DEF1,jordami01
2,Mark Jackson,22,NYK,PG,82,80,3249,15.7,.493,.124,.263,4.1,10.0,7.0,37.4,3.1,0.1,18.6,17.3,3.5,4.2,7.6,.113,1.6,1.1,2.7,3.9,MVP-13ROY-1,jacksma01
3,Karl Malone,24,UTA,PF,82,82,3198,20.7,.568,.003,.478,9.7,22.8,16.6,10.1,1.7,0.9,14.0,29.7,4.0,6.1,10.1,.152,1.7,-0.2,1.5,2.9,MVP-8ASNBA2DEF2,malonka01
4,Charles Barkley,24,PHI,PF,80,80,3170,27.6,.665,.122,.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,.253,7.3,0.1,7.4,7.5,MVP-4ASNBA1,barklch01
5,Otis Thorpe,25,SAC,PF,82,82,3072,18.7,.570,.005,.497,9.8,19.9,14.8,12.9,1.0,1.0,13.2,22.6,6.2,1.9,8.1,.126,1.8,-1.0,0.9,2.2,,thorpot01
6,Fat Lever,27,DEN,SG,82,82,3061,20.5,.516,.042,.232,6.7,16.5,11.4,28.1,3.3,0.4,10.8,21.4,5.5,4.9,10.4,.163,3.0,2.2,5.1,5.5,MVP-9DPOY-5ASDEF2,leverfa01
7,Clyde Drexler,25,POR,SG,81,80,3060,24.1,.564,.031,.350,9.2,9.6,9.4,23.5,3.1,1.0,10.9,28.0,9.3,3.9,13.2,.207,5.7,1.4,7.0,7.0,MVP-5DPOY-8ASNBA2,drexlcl01
8,Byron Scott,26,LAL,SG,81,81,3048,19.2,.590,.133,.235,3.0,9.1,6.2,16.4,2.5,0.5,9.8,22.6,7.4,3.3,10.7,.168,2.5,0.9,3.4,4.2,,scottby01
9,Derek Harper,26,DAL,PG,82,82,3032,18.1,.528,.165,.295,2.6,6.2,4.4,30.4,2.7,0.7,12.6,20.6,6.1,3.0,9.1,.145,2.7,0.8,3.5,4.2,,harpede01
10,Danny Ainge,28,BOS,SG,81,81,3018,15.9,.598,.364,.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,.136,2.7,-0.3,2.4,3.3,AS,aingeda01
11,Terry Porter,24,POR,PG,82,82,2991,18.1,.592,.078,.364,2.3,11.3,6.8,35.9,2.3,0.3,19.1,16.8,6.5,3.3,9.8,.157,2.6,0.6,3.2,4.0,,portete01
12,Alvin Robertson,25,SAS,SG,82,82,2978,18.9,.513,.067,.259,5.9,12.2,9.0,26.1,3.8,1.3,13.8,24.1,3.1,2.8,5.8,.094,1.7,1.2,2.9,3.7,DPOY-4ASDEF2,roberal01
13,Larry Bird,31,BOS,SF,76,75,2965,27.8,.608,.142,.271,4.6,22.3,14.0,25.7,2.1,1.1,10.2,30.2,11.2,3.8,15.0,.243,7.8,1.0,8.8,8.1,MVP-2ASNBA1,birdla01
14,Mike Gminski,28,2TM,C,81,81,2961,16.8,.526,.002,.348,9.5,22.7,15.9,7.4,1.1,2.4,12.0,21.0,3.4,3.0,6.5,.105,0.7,-0.5,0.1,1.6,,gminsmi01
