Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
193,Wayne Selden,24,MEM,SG,32,0,455,8.8,.495,.391,.180,3.9,7.0,5.4,12.4,1.1,1.2,11.7,19.3,-0.2,0.3,0.1,.014,-3.3,-1.1,-4.4,-0.3,,seldewa01
193,Wayne Selden,24,CHI,SG,43,13,984,8.1,.489,.345,.196,2.3,12.8,7.5,10.8,1.1,0.6,13.8,18.0,-0.8,0.4,-0.4,-0.019,-4.0,-1.8,-5.9,-1.0,,seldewa01
194,Luke Kennard,22,DET,SG,63,10,1437,11.9,.560,.517,.117,0.9,13.5,7.0,12.3,0.9,0.6,9.4,18.1,1.3,1.3,2.5,.085,-0.4,-0.6,-1.1,0.3,,kennalu01
195,Jeremy Lin,30,2TM,PG,74,4,1436,13.5,.558,.346,.388,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,1.2,0.9,2.1,.070,-1.4,-0.9,-2.2,-0.1,,linje01
195,Jeremy Lin,30,ATL,PG,51,1,1003,15.9,.594,.342,.435,1.6,11.0,6.2,26.7,1.8,0.6,17.6,22.6,1.5,0.4,1.9,.092,0.3,-1.0,-0.6,0.3,,linje01
195,Jeremy Lin,30,TOR,PG,23,3,433,8.2,.464,.355,.271,1.5,13.1,7.5,15.7,1.0,1.1,13.0,19.8,-0.3,0.5,0.2,.020,-5.4,-0.6,-6.0,-0.4,,linje01
196,Shaquille Harrison,25,CHI,SG,73,11,1430,12.4,.494,.209,.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,.048,-2.8,1.5,-1.3,0.2,,harrish01
197,Lonzo Ball,21,LAL,PG,47,45,1423,11.7,.487,.500,.105,4.0,14.0,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,.052,-1.6,1.3,-0.3,0.6,,balllo01
198,Maurice Harkless,25,POR,SF,60,53,1415,13.2,.547,.309,.188,5.9,14.1,10.1,7.1,2.3,3.0,9.7,13.9,1.5,1.9,3.4,.114,-1.0,1.7,0.7,1.0,,harklma01
199,Tyreke Evans,29,IND,SG,69,18,1402,11.5,.483,.327,.242,2.7,13.0,7.9,17.5,2.0,1.1,13.9,26.4,-1.7,2.0,0.3,.010,-2.4,-0.3,-2.7,-0.2,,evansty01
200,Seth Curry,28,POR,SG,74,2,1399,11.4,.595,.540,.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,.082,-0.4,-0.7,-1.0,0.3,,curryse01
201,Mike Scott,30,2TM,PF,79,3,1395,8.6,.528,.600,.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,.053,-1.9,-0.7,-2.5,-0.2,,scottmi01
201,Mike Scott,30,LAC,PF,52,0,748,9.4,.521,.578,.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,0.1,0.7,0.9,.055,-1.5,0.0,-1.5,0.1,,scottmi01
201,Mike Scott,30,PHI,PF,27,3,647,7.7,.537,.626,.079,3.2,13.2,8.3,4.6,0.7,0.6,8.0,13.8,0.2,0.5,0.7,.052,-2.3,-1.4,-3.7,-0.3,,scottmi01
202,Derrick Rose,30,MIN,PG,51,13,1392,19.5,.557,.194,.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3.0,.102,3.2,-1.7,1.4,1.2,6MOY-6,rosede01
203,Kris Dunn,24,CHI,PG,46,44,1389,12.4,.484,.190,.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,.022,-2.8,0.2,-2.7,-0.2,,dunnkr01
204,Alec Burks,27,3TM,SG,64,24,1375,12.7,.523,.354,.297,2.3,17.0,9.4,13.7,1.4,1.3,10.8,19.0,0.7,0.8,1.5,.052,-0.6,-0.7,-1.2,0.3,,burksal01
204,Alec Burks,27,UTA,SG,17,0,269,12.4,.547,.377,.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,0.2,0.3,0.5,.084,-0.4,-0.2,-0.6,0.1,,burksal01
204,Alec Burks,27,CLE,SG,34,24,979,13.2,.517,.350,.288,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,0.6,0.3,0.9,.042,-0.2,-1.2,-1.4,0.1,,burksal01
204,Alec Burks,27,SAC,SG,13,0,127,9.0,.495,.300,.250,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0.0,0.2,0.2,.062,-3.9,2.8,-1.1,0.0,,burksal01
205,JaMychal Green,28,2TM,PF,65,6,1371,14.7,.587,.370,.212,8.3,24.3,16.4,5.8,1.6,2.3,14.3,19.4,0.9,1.9,2.9,.101,-1.3,-0.4,-1.7,0.1,,greenja01
205,JaMychal Green,28,MEM,PF,41,4,900,14.9,.580,.308,.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,.094,-1.8,0.0,-1.8,0.1,,greenja01
205,JaMychal Green,28,LAC,PF,24,2,471,14.3,.600,.488,.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,0.5,0.6,1.1,.113,-0.3,-1.2,-1.5,0.1,,greenja01
206,Rajon Rondo,32,LAL,PG,46,29,1369,12.1,.473,.329,.083,2.6,15.5,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,.047,-1.7,0.2,-1.5,0.2,,rondora01
207,Mitchell Robinson,20,NYK,C,66,19,1360,22.0,.692,.000,.464,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,6.1,.217,0.1,2.4,2.5,1.6,ROY-8,robinmi01
208,T.J. Warren,25,PHO,SF,43,36,1360,16.3,.580,.295,.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,1.6,0.5,2.1,.074,0.9,-1.1,-0.2,0.6,,warretj01
209,Juancho Hernangómez,23,DEN,PF,70,25,1358,11.0,.580,.576,.274,5.1,16.1,10.6,5.3,1.0,1.6,9.5,12.2,1.6,1.4,3.0,.105,-0.9,-0.2,-1.1,0.3,,hernaju01
210,Zach Collins,21,POR,C,77,0,1356,13.5,.562,.303,.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,.104,-1.5,0.3,-1.2,0.3,,colliza01
211,OG Anunoby,21,TOR,SF,67,6,1352,9.8,.544,.500,.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2.0,.070,-2.4,0.1,-2.4,-0.1,,anunoog01
212,Doug McDermott,27,IND,SF,77,1,1340,11.6,.617,.488,.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,.103,-0.5,-0.9,-1.4,0.2,,mcderdo01
213,Kyle Korver,37,2TM,SG,70,0,1334,11.2,.582,.720,.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1.0,1.3,2.3,.082,-0.2,-0.3,-0.5,0.5,,korveky01
213,Kyle Korver,37,CLE,PF,16,0,251,11.3,.650,.711,.211,0.0,13.4,6.4,10.1,0.6,0.7,17.0,17.4,0.2,0.0,0.2,.043,0.6,-1.3,-0.7,0.1,,korveky01
213,Kyle Korver,37,UTA,SG,54,0,1083,11.2,.569,.722,.140,0.9,12.2,6.7,8.6,1.0,0.7,8.9,18.7,0.8,1.3,2.0,.091,-0.4,0.0,-0.4,0.4,,korveky01
214,Vince Carter,42,ATL,PF,76,9,1330,11.8,.565,.675,.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,.070,-0.4,-0.3,-0.7,0.5,,cartevi01
215,Jake Layman,24,POR,SF,71,33,1327,13.5,.594,.427,.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,.111,-0.1,-0.3,-0.5,0.5,,laymaja01
216,Mike Muscala,27,2TM,PF,64,10,1306,10.8,.564,.709,.235,4.7,14.7,9.8,7.7,0.8,2.3,10.8,14.3,1.2,1.2,2.5,.091,-0.8,-0.3,-1.1,0.3,,muscami01
216,Mike Muscala,27,PHI,PF,47,6,1041,10.4,.560,.716,.277,5.3,14.7,10.2,7.9,0.8,2.0,12.1,14.3,0.9,1.0,1.9,.087,-1.1,-0.4,-1.5,0.1,,muscami01
216,Mike Muscala,27,LAL,PF,17,4,265,12.5,.578,.687,.096,2.4,14.5,8.6,7.1,0.7,3.4,5.5,14.3,0.3,0.3,0.6,.107,0.3,0.4,0.7,0.2,,muscami01
217,Tony Snell,27,MIL,SF,74,12,1304,10.7,.585,.565,.116,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,.117,-1.0,0.3,-0.7,0.4,,snellto01
218,George Hill,32,2TM,PG,60,13,1302,12.1,.554,.407,.226,3.2,8.3,5.9,14.0,1.9,0.5,11.0,15.1,1.5,1.3,2.8,.103,-1.9,0.5,-1.4,0.2,,hillge01
218,George Hill,32,CLE,PG,13,13,344,13.5,.604,.262,.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,0.5,0.0,0.5,.066,-0.7,-1.2,-2.0,0.0,,hillge01
218,George Hill,32,MIL,PG,47,0,958,11.6,.534,.465,.242,3.0,9.4,6.4,13.3,1.9,0.6,9.4,14.4,1.0,1.4,2.3,.117,-2.3,1.1,-1.2,0.2,,hillge01
219,Bobby Portis,23,2TM,PF,50,28,1299,16.1,.529,.304,.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,.060,-0.2,-2.3,-2.4,-0.1,,portibo01
219,Bobby Portis,23,CHI,PF,22,6,531,17.2,.529,.266,.185,9.3,23.8,16.5,9.2,1.0,1.3,9.0,26.5,0.3,0.4,0.7,.062,0.5,-2.4,-1.9,0.0,,portibo01
219,Bobby Portis,23,WAS,PF,28,22,768,15.3,.530,.333,.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,0.2,0.7,0.9,.058,-0.6,-2.2,-2.8,-0.2,,portibo01
220,Wayne Ellington,31,2TM,SG,53,38,1297,11.8,.569,.814,.107,1.1,7.9,4.5,8.3,2.0,0.4,7.7,17.2,1.3,1.4,2.6,.097,-0.3,0.3,0.0,0.7,,ellinwa01
220,Wayne Ellington,31,MIA,SG,25,12,533,10.8,.547,.842,.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,.091,-0.7,0.9,0.2,0.3,,ellinwa01
220,Wayne Ellington,31,DET,SG,28,26,764,12.5,.584,.795,.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,.102,0.0,-0.1,-0.1,0.4,,ellinwa01
221,Rodions Kurucs,20,BRK,SF,63,46,1294,11.0,.545,.410,.205,4.6,15.4,10.0,6.0,1.5,1.5,13.6,18.4,0.1,1.5,1.6,.059,-2.9,0.3,-2.6,-0.2,,kurucro01
222,Kyle Anderson,25,MEM,SF,43,40,1281,12.8,.569,.123,.232,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,0.8,1.8,2.7,.100,-1.6,2.4,0.8,0.9,,anderky01
223,Jakob Poeltl,23,SAS,C,77,24,1273,19.4,.640,.000,.317,15.4,19.7,17.6,10.0,1.1,4.5,12.7,13.1,3.5,1.6,5.1,.193,1.3,0.7,2.0,1.3,,poeltja01
224,Markieff Morris,29,2TM,PF,58,16,1270,11.7,.521,.419,.190,5.0,17.5,11.1,8.8,1.3,1.5,9.3,19.1,0.6,1.1,1.6,.061,-2.1,-0.6,-2.7,-0.2,,morrima02
224,Markieff Morris,29,WAS,PF,34,15,883,12.3,.543,.439,.223,5.0,16.6,10.7,9.6,1.3,1.9,11.5,19.5,0.4,0.5,0.9,.051,-1.8,-0.9,-2.7,-0.2,,morrima02
224,Markieff Morris,29,OKC,PF,24,1,387,10.4,.475,.378,.122,5.2,19.6,12.1,6.8,1.3,0.4,4.1,18.0,0.2,0.5,0.7,.083,-2.8,0.1,-2.8,-0.1,,morrima02
225,Jeff Teague,30,MIN,PG,42,41,1264,15.4,.528,.252,.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.2,.085,0.8,-1.2,-0.4,0.5,,teaguje01
226,Pat Connaughton,26,MIL,SG,61,2,1261,13.6,.573,.571,.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,.149,0.3,0.8,1.2,1.0,,connapa01
227,Malik Monk,20,CHO,SG,73,0,1258,11.8,.518,.563,.174,1.3,10.6,5.9,14.3,1.4,1.3,12.0,24.6,-0.4,0.7,0.3,.012,-1.3,-1.7,-3.0,-0.3,,monkma01
228,Ish Smith,30,DET,PG,56,0,1251,11.8,.485,.276,.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,0.5,1.1,1.7,.064,-1.6,-0.3,-2.0,0.0,,smithis01
229,Elfrid Payton,24,NOP,PG,42,42,1250,14.0,.502,.255,.180,4.1,14.0,9.1,33.5,1.6,1.1,20.1,18.3,0.6,0.9,1.5,.058,-0.7,-0.7,-1.4,0.2,,paytoel01
230,Shelvin Mack,28,2TM,PG,57,3,1246,10.4,.489,.323,.208,1.6,7.9,4.7,22.6,1.9,0.3,13.0,18.1,-0.2,1.1,0.9,.034,-2.7,-0.4,-3.0,-0.3,,macksh01
230,Shelvin Mack,28,MEM,PG,53,3,1204,11.0,.499,.329,.193,1.6,8.0,4.8,23.3,1.9,0.3,12.8,18.0,0.1,1.0,1.1,.045,-2.3,-0.3,-2.5,-0.1,,macksh01
230,Shelvin Mack,28,CHO,PG,4,0,42,-6.6,.251,.143,.643,0.0,5.2,2.6,3.0,2.3,0.0,18.2,22.5,-0.3,0.0,-0.3,-0.304,-14.0,-3.9,-17.9,-0.2,,macksh01
231,Nikola Mirotić,27,2TM,PF,46,25,1245,17.2,.584,.587,.229,5.1,22.6,14.0,6.2,1.2,2.2,7.4,21.4,2.0,1.4,3.5,.133,2.1,-0.6,1.5,1.1,,mirotni01
231,Nikola Mirotić,27,NOP,PF,32,22,925,17.5,.591,.568,.248,5.2,24.1,14.8,5.3,1.1,2.2,7.6,21.7,1.6,0.9,2.5,.129,2.3,-0.9,1.4,0.8,,mirotni01
231,Nikola Mirotić,27,MIL,PF,14,3,320,16.2,.562,.644,.170,4.7,18.3,11.9,8.6,1.5,2.4,7.0,20.4,0.4,0.6,1.0,.147,1.6,0.4,2.0,0.3,,mirotni01
232,Cody Zeller,26,CHO,C,49,47,1243,17.2,.611,.064,.409,9.4,19.7,14.5,12.1,1.5,2.9,13.2,16.3,2.6,1.2,3.9,.150,-0.6,0.7,0.1,0.7,,zelleco01
233,Rondae Hollis-Jefferson,24,BRK,SF,59,21,1234,12.5,.464,.101,.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,.047,-3.0,0.4,-2.6,-0.2,,holliro01
234,Wes Iwundu,24,ORL,SF,68,13,1233,8.7,.531,.288,.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,0.5,1.4,1.9,.073,-3.8,0.6,-3.2,-0.4,,iwundwe01
235,Ersan İlyasova,31,MIL,PF,67,7,1231,11.6,.548,.420,.194,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3.0,.119,-2.4,0.1,-2.3,-0.1,,ilyaser01
236,James Ennis III,28,2TM,SF,58,27,1230,11.0,.590,.531,.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1.0,2.6,.103,-1.4,-0.2,-1.5,0.1,,ennisja01
236,James Ennis III,28,HOU,SF,40,25,949,11.3,.622,.569,.275,4.2,9.5,6.8,4.1,2.0,1.4,8.9,11.9,1.4,0.8,2.2,.112,-1.0,0.1,-0.9,0.3,,ennisja01
236,James Ennis III,28,PHI,SF,18,2,281,9.9,.510,.434,.277,8.9,15.4,12.2,6.7,0.5,2.0,10.6,15.5,0.2,0.2,0.4,.071,-2.6,-1.1,-3.7,-0.1,,ennisja01
237,Jared Dudley,33,BRK,PF,59,25,1220,7.8,.554,.632,.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,0.6,1.2,1.8,.070,-2.9,1.1,-1.8,0.1,,dudleja01
238,Jonas Jerebko,31,GSW,PF,73,6,1218,13.5,.588,.530,.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,.130,-0.3,-0.4,-0.7,0.4,,jerebjo01
239,Jamal Crawford,38,PHO,SG,64,0,1211,11.7,.522,.461,.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,.006,-1.1,-2.8,-3.9,-0.6,,crawfja01
240,Stanley Johnson,22,2TM,SF,66,7,1208,9.6,.485,.489,.145,3.0,16.9,9.7,10.6,2.4,1.0,14.7,19.4,-1.1,1.6,0.5,.021,-3.1,0.9,-2.2,0.0,,johnsst04
240,Stanley Johnson,22,DET,SF,48,7,961,9.8,.482,.519,.146,2.7,17.7,9.9,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.7,.034,-2.9,1.3,-1.6,0.1,,johnsst04
240,Stanley Johnson,22,NOP,SF,18,0,247,8.9,.496,.374,.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.028,-3.9,-0.5,-4.5,-0.2,,johnsst04
241,Mario Hezonja,23,NYK,SF,58,24,1206,10.8,.497,.328,.246,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,-1.1,1.1,-0.1,-0.003,-3.5,-0.3,-3.8,-0.5,,hezonma01
242,Robert Covington,28,2TM,SF,35,35,1203,13.3,.580,.622,.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,.100,-0.5,2.1,1.6,1.1,,covinro01
242,Robert Covington,28,PHI,SF,13,13,440,11.0,.578,.658,.197,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,.077,-1.7,2.2,0.5,0.3,,covinro01
242,Robert Covington,28,MIN,SF,22,22,763,14.7,.580,.604,.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,.114,0.1,2.1,2.2,0.8,,covinro01
243,Tristan Thompson,27,CLE,C,43,40,1198,18.4,.551,.000,.279,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,.105,1.4,-1.9,-0.5,0.4,,thomptr01
244,Will Barton,28,DEN,SF,43,38,1189,11.0,.501,.426,.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,0.1,1.1,1.2,.049,-1.1,-0.8,-1.8,0.0,,bartowi01
245,Richaun Holmes,25,PHO,C,70,4,1184,20.7,.647,.000,.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,.173,0.1,0.5,0.6,0.8,,holmeri01
246,Michael Kidd-Gilchrist,25,CHO,PF,64,3,1179,13.3,.553,.142,.370,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,.100,-2.3,-0.1,-2.4,-0.1,,kiddgmi01
247,Wilson Chandler,31,2TM,SF,51,33,1177,8.5,.537,.579,.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,0.5,1.0,1.5,.062,-2.3,-0.5,-2.8,-0.2,,chandwi01
247,Wilson Chandler,31,PHI,PF,36,32,951,9.1,.561,.570,.087,5.0,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,.074,-1.8,-0.2,-2.0,0.0,,chandwi01
247,Wilson Chandler,31,LAC,SF,15,1,226,5.8,.463,.606,.106,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0.0,.009,-4.5,-1.6,-6.1,-0.2,,chandwi01
248,Frank Jackson,20,NOP,PG,61,16,1169,9.4,.517,.378,.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,.018,-2.9,-1.7,-4.6,-0.8,,jacksfr01
249,James Johnson,31,MIA,PF,55,33,1164,10.9,.522,.393,.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,.062,-2.4,1.1,-1.2,0.2,,johnsja01
250,Derrick Jones Jr.,21,MIA,SF,60,14,1153,14.0,.559,.281,.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,.121,-1.5,1.0,-0.5,0.4,,jonesde02
251,Victor Oladipo,26,IND,SG,36,36,1147,17.6,.519,.367,.240,2.1,17.1,9.8,25.2,2.6,0.9,11.2,27.9,0.4,1.9,2.3,.097,1.8,1.2,2.9,1.4,AS,oladivi01
252,Dion Waiters,27,MIA,SG,44,28,1138,11.4,.530,.605,.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,.052,-0.5,-0.6,-1.1,0.3,,waitedi01
253,Allen Crabbe,26,BRK,SG,43,20,1133,7.7,.519,.694,.150,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,.035,-2.4,-0.4,-2.8,-0.2,,crabbal01
254,Norman Powell,25,TOR,SG,60,3,1126,13.3,.596,.425,.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,1.0,1.4,2.4,.102,-0.9,0.2,-0.7,0.4,,powelno01
255,Trey Burke,26,2TM,PG,58,8,1125,16.5,.524,.290,.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,.081,1.5,-1.4,0.1,0.6,,burketr01
255,Trey Burke,26,NYK,PG,33,7,689,15.6,.496,.240,.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,.044,0.9,-1.5,-0.6,0.2,,burketr01
255,Trey Burke,26,DAL,PG,25,1,436,17.9,.574,.384,.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,.140,2.3,-1.2,1.2,0.3,,burketr01
256,Lance Stephenson,28,LAL,SG,68,3,1123,11.8,.529,.456,.169,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,.049,-1.6,0.1,-1.5,0.1,,stephla01
257,Trey Lyles,23,DEN,PF,64,2,1120,12.7,.500,.404,.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,.050,-1.8,-0.7,-2.4,-0.1,,lylestr01
258,Tim Frazier,28,2TM,PG,59,19,1120,11.7,.544,.387,.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2.0,.084,-1.4,-0.4,-1.8,0.1,,fraziti01
258,Tim Frazier,28,NOP,PG,47,17,909,11.6,.552,.395,.210,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,.081,-1.2,-0.2,-1.3,0.2,,fraziti01
258,Tim Frazier,28,MIL,PG,12,2,211,11.8,.523,.364,.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,.097,-2.4,-1.2,-3.6,-0.1,,fraziti01
259,Wendell Carter Jr.,19,CHI,C,44,44,1110,15.2,.541,.086,.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,.080,-2.2,0.6,-1.6,0.1,,cartewe01
260,John Wall,28,WAS,PG,32,32,1104,18.0,.527,.306,.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,.051,2.2,-1.4,0.9,0.8,,walljo01
261,Jonas Valančiūnas,26,2TM,C,49,27,1091,24.4,.616,.089,.344,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,.183,2.2,0.4,2.7,1.3,,valanjo01
261,Jonas Valančiūnas,26,TOR,C,30,10,564,24.4,.639,.116,.363,10.6,30.2,20.6,8.5,1.1,3.4,11.5,25.9,1.6,1.1,2.6,.224,2.3,0.8,3.2,0.7,,valanjo01
261,Jonas Valančiūnas,26,MEM,C,19,17,527,24.4,.594,.065,.326,10.9,32.7,21.6,15.7,0.6,5.4,13.8,31.4,0.7,0.9,1.5,.140,2.1,0.0,2.1,0.5,,valanjo01
262,Ante Žižić,22,CLE,C,59,25,1082,16.2,.590,.000,.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2.0,.087,-1.1,-2.1,-3.2,-0.3,,zizican01
263,Anthony Tolliver,33,MIN,PF,65,0,1079,8.6,.571,.830,.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,.052,-1.7,-0.7,-2.4,-0.1,,tollian01
264,Kenrich Williams,24,NOP,SF,46,29,1079,9.7,.485,.559,.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,.053,-2.3,0.4,-1.9,0.0,,willike04
265,Devin Harris,35,DAL,PG,68,2,1071,10.7,.527,.576,.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,.068,-2.6,0.4,-2.2,-0.1,,harride01
266,Yogi Ferrell,25,SAC,PG,71,3,1067,12.7,.550,.423,.190,1.2,9.5,5.3,17.0,1.6,0.3,9.5,16.3,1.3,0.6,1.9,.087,-1.0,-0.4,-1.4,0.2,,ferreyo01
267,Jonathon Simmons,29,2TM,SF,56,9,1064,8.5,.466,.297,.277,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,.013,-3.9,-0.3,-4.2,-0.6,,simmojo02
267,Jonathon Simmons,29,ORL,SG,41,9,845,7.4,.445,.290,.252,2.9,9.9,6.3,15.7,1.0,1.4,15.0,19.3,-1.0,0.8,-0.2,-0.010,-4.6,-0.5,-5.2,-0.7,,simmojo02
267,Jonathon Simmons,29,PHI,SF,15,0,219,12.9,.553,.328,.391,2.0,10.3,6.3,20.7,2.4,0.4,13.8,16.7,0.2,0.2,0.5,.101,-1.3,0.5,-0.8,0.1,,simmojo02
268,Caris LeVert,24,BRK,SF,40,25,1063,14.9,.509,.319,.255,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,.077,-0.3,0.5,0.2,0.6,,leverca01
269,Quinn Cook,25,GSW,PG,74,10,1059,13.1,.565,.456,.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,.082,-0.5,-1.6,-2.1,0.0,,cookqu01
270,Nerlens Noel,24,OKC,C,77,2,1055,19.3,.608,.000,.286,12.1,20.0,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,.198,-1.2,3.3,2.1,1.1,,noelne01
271,Ivica Zubac,21,2TM,C,59,37,1040,18.9,.604,.000,.332,11.9,24.2,18.2,9.1,0.6,4.0,13.9,20.3,1.9,1.3,3.2,.148,-0.2,-0.2,-0.5,0.4,,zubaciv01
271,Ivica Zubac,21,LAL,C,33,12,516,19.5,.633,.000,.342,11.0,21.2,16.2,7.3,0.4,4.3,12.9,20.5,1.1,0.6,1.8,.165,-0.3,0.1,-0.2,0.2,,zubaciv01
271,Ivica Zubac,21,LAC,C,26,25,524,18.3,.574,.000,.323,12.7,27.2,20.2,10.9,0.9,3.6,14.8,20.1,0.7,0.7,1.4,.132,-0.2,-0.5,-0.7,0.2,,zubaciv01
272,Sterling Brown,23,MIL,SG,58,7,1034,10.9,.563,.471,.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,.098,-1.8,0.3,-1.5,0.1,,brownst02
